,id,time_on_site,positive_rating,neutral_rating,negative_rating,listing,listing_gmv,sale,buyers,gmv,listing_per_day,clusters
915308,782398746,10,0,0,0,113,1239.0,1,1,15.0,11.3,1.0
915368,782433980,47,5,2,0,36,3731.0,7,6,239.0,0.765957446809,1.0
915388,782447446,54,29,4,0,176,1890.0,34,34,389.0,3.25925925926,1.0
915674,782657992,74,148,4,0,207,1756.0,177,174,1484.0,2.7972972973,1.0
916057,782949362,17,13,1,1,86,451.0,15,15,78.0,5.05882352941,1.0
916175,783029869,63,37,3,0,156,2258.0,41,41,673.0,2.47619047619,1.0
916535,783312678,77,53,3,0,304,8093.0,59,56,1577.0,3.94805194805,1.0
916963,783618276,63,28,3,1,357,4210.0,32,32,395.0,5.66666666667,1.0
917066,783701036,4,2,0,0,70,1799.0,2,2,40.0,17.5,1.0
917766,784234472,42,15,1,0,169,1796.0,17,17,116.0,4.02380952381,1.0
918592,784836837,25,2,0,0,87,3534.0,3,3,570.0,3.48,1.0
919294,785364134,15,0,0,0,69,1599.0,0,0,0.0,4.6,1.0
919612,785583340,11,4,0,0,49,1665.0,4,4,96.0,4.45454545455,1.0
919724,785671153,3,0,0,0,29,253.0,0,0,0.0,9.66666666667,1.0
920032,785891400,25,39,0,0,93,931.0,39,39,393.0,3.72,1.0
920507,786248921,76,8,4,0,79,11797.0,13,12,983.0,1.03947368421,1.0
920968,786613503,59,42,4,0,232,8399.0,47,47,1657.0,3.93220338983,1.0
921001,786633887,19,2,0,0,47,2802.0,2,2,120.0,2.47368421053,1.0
921127,786731726,12,1,0,0,56,2129.0,1,1,8.0,4.66666666667,1.0
921302,786854023,1,0,0,0,20,722.0,0,0,0.0,20.0,1.0
922664,787889874,2,0,0,0,16,441.0,0,0,0.0,8.0,1.0
922954,788100901,1,0,0,0,22,732.0,0,0,0.0,22.0,1.0
923085,788201215,1,0,0,0,14,191.0,0,0,0.0,14.0,1.0
923546,788520560,12,13,0,0,60,1775.0,13,11,223.0,5.0,1.0
924116,788930119,41,32,0,0,78,2013.0,32,30,1056.0,1.90243902439,1.0
924182,788976740,40,7,2,0,18,3315.0,9,9,1490.0,0.45,1.0
924435,789155433,63,11,0,0,98,4322.0,13,11,740.0,1.55555555556,1.0
924618,789289619,39,0,0,0,47,7220.0,0,0,0.0,1.20512820513,1.0
925309,789818318,1,0,0,0,29,357.0,0,0,0.0,29.0,1.0
925722,790106904,43,9,1,1,152,10392.0,12,11,405.0,3.53488372093,1.0
925780,790142392,49,29,0,2,66,2058.0,33,32,1047.0,1.34693877551,1.0
925883,790225788,80,15,0,1,79,4896.0,23,22,359.0,0.9875,1.0
926377,790607609,35,10,4,0,197,3474.0,14,14,241.0,5.62857142857,1.0
927088,791138629,77,35,1,0,180,3491.0,38,33,640.0,2.33766233766,1.0
927502,791458505,76,52,4,1,105,1958.0,59,57,732.0,1.38157894737,1.0
927540,791485833,63,41,7,0,93,1301.0,48,43,661.0,1.47619047619,1.0
927846,791695754,7,1,0,0,42,651.0,1,1,3.0,6.0,1.0
928005,791801501,73,65,1,0,79,980.0,66,63,750.0,1.08219178082,1.0
928214,791941686,34,2,0,0,34,4103.0,2,2,92.0,1.0,1.0
928290,791990687,6,0,0,0,30,980.0,0,0,0.0,5.0,1.0
928656,792267565,73,32,0,0,111,1509.0,34,25,506.0,1.52054794521,1.0
928673,792279061,1,0,0,0,14,107.0,0,0,0.0,14.0,1.0
928977,792510332,35,13,1,0,293,1740.0,14,14,96.0,8.37142857143,1.0
929196,792658711,53,10,1,1,76,3625.0,12,12,234.0,1.43396226415,1.0
929493,792871232,29,5,0,0,21,4406.0,6,6,104.0,0.724137931034,1.0
929605,792967168,34,22,1,0,176,2365.0,23,23,273.0,5.17647058824,1.0
929666,793017009,3,0,0,0,14,2190.0,0,0,0.0,4.66666666667,1.0
929714,793063091,50,47,1,0,62,1696.0,52,50,1467.0,1.24,1.0
929886,793196481,47,18,0,0,92,2002.0,18,17,240.0,1.95744680851,1.0
930835,793832402,72,10,1,0,88,2960.0,11,11,257.0,1.22222222222,1.0
930880,793868459,50,119,6,3,264,3960.0,136,126,2120.0,5.28,1.0
931007,793966314,32,111,2,0,462,8441.0,118,106,2048.0,14.4375,1.0
931376,794248317,48,14,0,0,68,2355.0,14,14,361.0,1.41666666667,1.0
931449,794307782,8,4,0,0,113,2412.0,4,4,142.0,14.125,1.0
931981,794681489,15,7,0,0,31,3642.0,7,5,675.0,2.06666666667,1.0
932027,794715339,37,21,3,1,93,2553.0,27,27,738.0,2.51351351351,1.0
932156,794793141,54,17,2,1,25,1313.0,21,21,1196.0,0.462962962963,1.0
932282,794889115,58,24,0,0,79,2389.0,25,23,538.0,1.36206896552,1.0
932678,795157837,56,3,0,0,114,3546.0,3,3,70.0,2.03571428571,1.0
933095,795485578,63,25,1,1,142,2057.0,29,29,516.0,2.25396825397,1.0
933274,795624219,1,0,0,0,7,155.0,0,0,0.0,7.0,1.0
933941,796110781,67,6,0,0,49,2948.0,7,7,505.0,0.731343283582,1.0
934232,796334029,20,9,0,0,45,3436.0,11,11,861.0,2.25,1.0
934665,796664168,64,71,1,0,113,3355.0,72,55,1679.0,1.765625,1.0
935102,797006275,2,0,0,0,9,2330.0,0,0,0.0,4.5,1.0
935140,797035574,6,0,1,0,110,2182.0,1,1,16.0,18.3333333333,1.0
935208,797086611,2,0,0,0,13,150.0,0,0,0.0,6.5,1.0
935597,797372648,33,40,4,2,102,2292.0,46,42,788.0,3.09090909091,1.0
935639,797402437,1,0,0,0,11,510.0,0,0,0.0,11.0,1.0
935708,797458701,45,8,0,0,33,8338.0,8,8,127.0,0.733333333333,1.0
935745,797487981,59,26,1,0,36,4095.0,29,29,2751.0,0.610169491525,1.0
936067,797716634,56,27,1,0,106,11039.0,29,27,2010.0,1.89285714286,1.0
936109,797747500,13,2,0,0,38,5675.0,2,2,122.0,2.92307692308,1.0
936160,797781248,35,4,0,0,68,5924.0,4,4,649.0,1.94285714286,1.0
936695,798172718,53,78,1,1,188,1330.0,82,80,676.0,3.54716981132,1.0
936857,798300361,32,19,0,0,161,6119.0,20,19,647.0,5.03125,1.0
936988,798402215,70,61,16,2,119,1670.0,86,84,1214.0,1.7,1.0
937192,798547173,46,6,1,0,18,3170.0,7,7,1325.0,0.391304347826,1.0
937533,798795498,3,0,0,0,48,873.0,0,0,0.0,16.0,1.0
937608,798848033,58,2,0,0,75,4225.0,2,2,23.0,1.29310344828,1.0
938167,799269208,42,3,0,0,87,2885.0,3,3,33.0,2.07142857143,1.0
938629,799612137,55,62,3,1,336,4633.0,67,67,1161.0,6.10909090909,1.0
939321,800141963,74,12,1,0,39,3256.0,13,11,639.0,0.527027027027,1.0
939400,800197148,63,32,1,3,108,2384.0,39,31,504.0,1.71428571429,1.0
939462,800237342,2,0,0,0,12,866.0,0,0,0.0,6.0,1.0
939663,800374442,21,4,0,0,72,2856.0,4,4,164.0,3.42857142857,1.0
939706,800403962,48,30,2,0,34,3557.0,33,27,3512.0,0.708333333333,1.0
939828,800506244,64,2,0,0,7,4514.0,2,2,555.0,0.109375,1.0
940015,800656765,64,66,4,2,276,6458.0,73,68,2271.0,4.3125,1.0
940198,800785845,37,18,2,1,93,1860.0,21,15,361.0,2.51351351351,1.0
940236,800814528,30,32,3,0,66,737.0,35,33,489.0,2.2,1.0
940318,800870458,72,11,0,0,18,1914.0,11,11,1421.0,0.25,1.0
940592,801091105,2,0,0,0,15,106.0,0,0,0.0,7.5,1.0
940952,801347043,71,58,1,0,161,3572.0,59,59,1172.0,2.2676056338,1.0
941260,801583068,65,4,0,0,111,4963.0,4,4,82.0,1.70769230769,1.0
941421,801689224,18,17,0,0,95,775.0,17,17,160.0,5.27777777778,1.0
942164,802241832,28,20,1,0,87,1042.0,21,19,291.0,3.10714285714,1.0
942281,802318958,75,176,16,4,264,1194.0,239,224,1053.0,3.52,1.0
942412,802415852,51,14,0,1,124,1722.0,16,16,239.0,2.43137254902,1.0
942468,802456020,67,45,2,0,95,1000.0,48,48,480.0,1.41791044776,1.0
942551,802514191,80,7,2,0,34,2646.0,10,10,638.0,0.425,1.0
943091,802921268,70,29,3,0,55,1632.0,32,32,803.0,0.785714285714,1.0
943153,802967635,1,0,0,0,10,702.0,0,0,0.0,10.0,1.0
944268,803810183,21,4,0,0,99,1409.0,4,4,48.0,4.71428571429,1.0
944638,804090365,39,57,5,0,179,1597.0,63,59,589.0,4.58974358974,1.0
945094,804450885,53,40,4,0,121,7426.0,46,45,3647.0,2.28301886792,1.0
945284,804603751,43,13,0,0,35,3896.0,13,12,1241.0,0.813953488372,1.0
945311,804623323,75,22,4,0,142,2972.0,27,25,737.0,1.89333333333,1.0
945612,804836480,76,7,1,0,163,4465.0,9,9,1124.0,2.14473684211,1.0
946219,805273698,76,44,1,0,276,10500.0,45,43,1081.0,3.63157894737,1.0
947308,806045017,21,10,0,0,128,1831.0,10,10,183.0,6.09523809524,1.0
947371,806098196,7,3,1,0,42,216.0,4,4,36.0,6.0,1.0
947424,806140406,65,3,0,0,18,4405.0,3,3,1115.0,0.276923076923,1.0
947604,806268428,19,4,1,0,87,10048.0,5,5,545.0,4.57894736842,1.0
947608,806270703,64,7,0,0,35,2846.0,8,8,603.0,0.546875,1.0
947997,806557757,4,0,0,0,94,3437.0,0,0,0.0,23.5,1.0
948097,806624843,72,12,1,0,135,3598.0,14,10,497.0,1.875,1.0
948780,807114065,2,0,0,0,12,349.0,0,0,0.0,6.0,1.0
950083,808099042,74,28,3,0,167,2160.0,31,31,473.0,2.25675675676,1.0
950382,808336984,40,6,1,0,29,5067.0,7,7,1968.0,0.725,1.0
950503,808424273,38,15,0,0,31,4562.0,15,13,486.0,0.815789473684,1.0
952256,809710888,80,105,6,2,137,2372.0,119,79,2149.0,1.7125,1.0
952818,810160227,40,14,0,0,128,1805.0,14,14,346.0,3.2,1.0
952843,810174846,56,3,0,0,5,3460.0,3,3,1760.0,0.0892857142857,1.0
952857,810184380,28,7,0,0,88,1743.0,7,7,171.0,3.14285714286,1.0
952944,810241476,44,9,0,0,10,6904.0,9,9,5124.0,0.227272727273,1.0
953405,810603346,51,9,0,0,25,2830.0,9,8,830.0,0.490196078431,1.0
953499,810684774,72,51,5,0,194,1417.0,58,56,347.0,2.69444444444,1.0
953957,811024834,40,7,0,0,10,5769.0,7,6,4246.0,0.25,1.0
954423,811378935,56,51,0,0,128,1988.0,52,49,959.0,2.28571428571,1.0
955736,812362141,14,5,0,0,17,2689.0,5,4,940.0,1.21428571429,1.0
956071,812612408,55,60,3,0,69,1154.0,67,66,1136.0,1.25454545455,1.0
956452,812902842,5,0,0,0,61,1589.0,0,0,0.0,12.2,1.0
956815,813147788,70,57,0,0,124,1168.0,57,42,487.0,1.77142857143,1.0
957212,813459783,72,14,0,0,264,19900.0,14,7,733.0,3.66666666667,1.0
957437,813618316,62,25,3,0,99,2707.0,29,28,1096.0,1.59677419355,1.0
958218,814229841,71,1,1,0,18,3869.0,2,2,104.0,0.253521126761,1.0
958658,814577054,18,1,0,0,52,7032.0,1,1,185.0,2.88888888889,1.0
959176,814922641,62,13,0,0,14,2453.0,14,13,2453.0,0.225806451613,1.0
959182,814924107,38,9,0,0,130,1719.0,10,9,226.0,3.42105263158,1.0
959224,814954358,62,106,2,0,267,3611.0,117,110,1573.0,4.3064516129,1.0
959342,815046046,67,88,5,0,440,4871.0,95,89,1158.0,6.5671641791,1.0
959849,815425092,4,0,0,0,38,418.0,0,0,0.0,9.5,1.0
960466,815893083,41,34,1,0,167,4335.0,38,36,973.0,4.07317073171,1.0
960781,816138809,16,31,2,0,200,4044.0,33,31,681.0,12.5,1.0
961125,816397343,23,17,2,0,81,1601.0,20,20,223.0,3.52173913043,1.0
961159,816424095,39,19,1,0,156,2433.0,22,21,189.0,4.0,1.0
961467,816655982,75,129,3,0,149,1680.0,134,124,1520.0,1.98666666667,1.0
961713,816829789,15,6,1,1,81,1063.0,8,8,130.0,5.4,1.0
962115,817124644,4,0,0,0,38,524.0,0,0,0.0,9.5,1.0
962681,817611245,63,32,5,2,145,4422.0,42,39,993.0,2.30158730159,1.0
962787,817691443,31,22,1,0,69,1416.0,23,23,407.0,2.22580645161,1.0
962945,817796042,77,145,19,4,230,3064.0,175,167,2171.0,2.98701298701,1.0
963254,818028028,22,41,2,0,152,995.0,44,41,438.0,6.90909090909,1.0
963498,818205962,9,3,0,0,56,718.0,3,3,48.0,6.22222222222,1.0
963623,818300491,33,2,0,0,323,7330.0,2,2,20.0,9.78787878788,1.0
963821,818438719,41,4,2,0,32,3548.0,6,6,93.0,0.780487804878,1.0
964975,819272896,16,4,0,0,16,3702.0,4,4,662.0,1.0,1.0
965545,819671562,66,30,4,1,119,1635.0,36,36,662.0,1.80303030303,1.0
965637,819747189,50,25,5,0,138,1964.0,31,29,361.0,2.76,1.0
965920,819940585,34,8,1,1,54,3672.0,10,10,228.0,1.58823529412,1.0
967052,820786834,58,61,3,0,170,7033.0,65,56,2536.0,2.93103448276,1.0
967335,820998634,61,93,13,1,143,587.0,110,110,453.0,2.34426229508,1.0
967705,821263411,51,25,0,0,138,2878.0,25,25,510.0,2.70588235294,1.0
967942,821459548,6,0,0,0,47,1387.0,0,0,0.0,7.83333333333,1.0
968091,821562855,38,20,3,1,292,8664.0,27,27,430.0,7.68421052632,1.0
969179,822345703,3,0,0,0,17,1108.0,0,0,0.0,5.66666666667,1.0
969558,822652643,26,16,1,0,59,1532.0,18,18,366.0,2.26923076923,1.0
969780,822813958,64,54,5,0,151,2817.0,62,59,799.0,2.359375,1.0
971175,823804955,12,1,0,0,47,3375.0,1,1,10.0,3.91666666667,1.0
971260,823864205,27,49,6,0,73,1027.0,64,64,870.0,2.7037037037,1.0
971733,824231521,51,120,2,0,188,3395.0,122,94,2328.0,3.6862745098,1.0
973542,825595839,21,20,1,0,59,2466.0,23,15,1501.0,2.80952380952,1.0
975286,826921060,3,0,0,0,30,710.0,0,0,0.0,10.0,1.0
975453,827044241,53,95,2,1,224,3675.0,100,87,1926.0,4.22641509434,1.0
975835,827319403,34,35,0,0,49,1250.0,35,34,962.0,1.44117647059,1.0
976009,827450982,33,19,3,0,144,1519.0,22,21,273.0,4.36363636364,1.0
976076,827495826,81,35,0,0,179,4630.0,35,29,936.0,2.20987654321,1.0
976138,827536544,2,0,0,0,50,1980.0,0,0,0.0,25.0,1.0
976245,827610156,49,5,0,0,92,2739.0,5,5,228.0,1.87755102041,1.0
976396,827717058,49,48,0,0,95,1042.0,48,46,565.0,1.9387755102,1.0
976663,827926007,75,4,0,0,24,5510.0,4,4,325.0,0.32,1.0
977599,828667811,4,0,0,0,25,325.0,0,0,0.0,6.25,1.0
977937,828929761,25,57,0,0,157,883.0,57,38,362.0,6.28,1.0
978747,829559319,33,39,3,1,151,1880.0,45,42,669.0,4.57575757576,1.0
978750,829560523,79,1,0,0,18,3759.0,2,2,128.0,0.227848101266,1.0
979013,829750555,13,7,2,0,50,1221.0,9,9,200.0,3.84615384615,1.0
979037,829773474,43,5,2,0,64,4203.0,8,8,188.0,1.48837209302,1.0
979461,830055642,27,4,0,0,27,3379.0,4,4,452.0,1.0,1.0
979905,830392377,51,13,1,0,14,1632.0,14,13,1632.0,0.274509803922,1.0
980034,830488242,69,23,3,0,82,2588.0,27,27,958.0,1.1884057971,1.0
980414,830777002,56,20,2,0,151,2595.0,23,21,559.0,2.69642857143,1.0
980820,831056812,34,1,0,0,59,4128.0,1,1,10.0,1.73529411765,1.0
980842,831077306,33,41,0,0,146,11894.0,41,37,2253.0,4.42424242424,1.0
982149,832037692,36,39,4,0,67,1015.0,46,44,615.0,1.86111111111,1.0
982535,832324996,64,9,1,0,97,4583.0,10,10,386.0,1.515625,1.0
982640,832403610,5,0,0,0,32,347.0,0,0,0.0,6.4,1.0
982840,832553245,56,0,0,0,52,7965.0,0,0,0.0,0.928571428571,1.0
983166,832781077,51,78,3,0,83,2381.0,82,78,2312.0,1.62745098039,1.0
983937,833352724,64,24,0,0,99,2673.0,24,24,1136.0,1.546875,1.0
984110,833491441,2,0,0,0,16,810.0,0,0,0.0,8.0,1.0
984316,833633494,81,6,1,1,143,2729.0,8,8,116.0,1.76543209877,1.0
984611,833859259,5,0,0,0,46,1067.0,0,0,0.0,9.2,1.0
984681,833909171,79,59,1,1,339,17762.0,62,61,2787.0,4.29113924051,1.0
985073,834193350,74,26,3,0,120,1492.0,32,29,497.0,1.62162162162,1.0
985336,834400915,65,28,0,1,32,2283.0,32,32,2283.0,0.492307692308,1.0
985646,834608284,1,0,0,0,9,574.0,0,0,0.0,9.0,1.0
985694,834646423,33,0,0,0,4,4548.0,0,0,0.0,0.121212121212,1.0
986545,835305700,56,50,3,0,200,2851.0,53,51,771.0,3.57142857143,1.0
986771,835468113,8,2,0,0,85,678.0,2,2,7.0,10.625,1.0
986855,835527691,8,5,0,0,123,2339.0,5,5,138.0,15.375,1.0
987061,835692349,3,0,0,0,18,595.0,0,0,0.0,6.0,1.0
987100,835721369,58,1,0,0,14,3979.0,1,1,40.0,0.241379310345,1.0
987428,835956117,18,18,2,0,101,2155.0,20,19,413.0,5.61111111111,1.0
988338,836661268,73,72,3,0,170,2311.0,82,81,1097.0,2.32876712329,1.0
988530,836803516,11,21,1,0,109,1476.0,22,20,300.0,9.90909090909,1.0
989280,837364413,15,3,0,0,90,8816.0,3,2,628.0,6.0,1.0
990187,838049780,48,12,1,1,157,1850.0,14,14,134.0,3.27083333333,1.0
990423,838230448,53,28,2,1,151,2872.0,34,33,367.0,2.84905660377,1.0
991803,839255140,44,9,0,0,114,2020.0,10,10,150.0,2.59090909091,1.0
992571,839810998,5,0,0,0,70,787.0,0,0,0.0,14.0,1.0
992603,839834550,32,9,0,0,12,2275.0,9,9,1835.0,0.375,1.0
992785,839967228,73,6,0,0,56,3199.0,6,6,221.0,0.767123287671,1.0
992914,840063351,1,0,0,0,19,212.0,0,0,0.0,19.0,1.0
992927,840075560,45,13,2,0,98,4631.0,16,16,338.0,2.17777777778,1.0
993234,840309539,6,0,0,0,36,819.0,0,0,0.0,6.0,1.0
993500,840543337,14,2,0,0,17,3655.0,2,2,370.0,1.21428571429,1.0
993511,840553349,34,28,0,0,199,2301.0,29,25,328.0,5.85294117647,1.0
993555,840582033,74,47,3,0,85,1000.0,51,48,636.0,1.14864864865,1.0
993559,840586714,66,3,0,0,20,3280.0,3,3,635.0,0.30303030303,1.0
993761,840744202,22,24,0,0,37,1558.0,25,21,1010.0,1.68181818182,1.0
993792,840765176,61,37,1,0,192,3519.0,40,38,656.0,3.14754098361,1.0
994237,841094255,1,0,0,0,7,121.0,0,0,0.0,7.0,1.0
994541,841323880,67,6,0,0,63,6010.0,6,6,810.0,0.940298507463,1.0
995460,842025078,81,33,1,1,148,1382.0,35,35,308.0,1.82716049383,1.0
995554,842095920,75,40,6,0,80,1603.0,47,38,1037.0,1.06666666667,1.0
995728,842222293,33,6,0,0,85,3698.0,6,6,270.0,2.57575757576,1.0
996218,842614540,59,26,4,0,148,1663.0,30,28,330.0,2.50847457627,1.0
996551,842871769,20,0,0,0,34,3395.0,0,0,0.0,1.7,1.0
996666,842953943,57,25,2,0,75,1803.0,28,28,745.0,1.31578947368,1.0
996798,843063582,75,8,0,0,292,3019.0,8,8,84.0,3.89333333333,1.0
997187,843369897,38,16,2,2,52,2368.0,21,21,1185.0,1.36842105263,1.0
997276,843432098,17,11,0,0,79,1821.0,11,11,234.0,4.64705882353,1.0
997593,843662131,46,34,0,1,69,1122.0,37,37,578.0,1.5,1.0
997904,843871273,36,1,0,0,37,4893.0,1,1,50.0,1.02777777778,1.0
998106,844009492,76,41,0,0,149,2429.0,41,40,906.0,1.96052631579,1.0
998214,844106298,32,6,0,0,110,4847.0,6,6,168.0,3.4375,1.0
998298,844172175,64,25,2,1,29,5410.0,29,29,5410.0,0.453125,1.0
998375,844228366,6,0,0,0,39,400.0,0,0,0.0,6.5,1.0
998557,844364160,74,36,2,0,323,6551.0,41,41,1184.0,4.36486486486,1.0
998953,844654748,43,26,2,1,244,15226.0,30,23,1454.0,5.67441860465,1.0
999000,844689870,48,11,0,0,86,2227.0,11,9,351.0,1.79166666667,1.0
999249,844882554,18,4,0,0,10,2101.0,4,4,1207.0,0.555555555556,1.0
999525,845111870,25,4,0,0,43,4329.0,4,4,526.0,1.72,1.0
999684,845230839,51,55,0,0,102,3731.0,55,48,763.0,2.0,1.0
999762,845291339,30,40,2,1,48,1288.0,46,40,1273.0,1.6,1.0
1000221,845648977,61,38,3,0,113,1366.0,42,39,602.0,1.85245901639,1.0
1001427,846540574,17,4,1,0,87,2348.0,5,5,68.0,5.11764705882,1.0
1002270,847156680,1,0,0,0,10,310.0,0,0,0.0,10.0,1.0
1002437,847290132,16,28,1,0,57,1018.0,31,22,688.0,3.5625,1.0
1003037,847707095,9,5,0,0,49,553.0,5,5,68.0,5.44444444444,1.0
1003282,847894710,69,40,3,0,122,2603.0,44,44,924.0,1.76811594203,1.0
1003892,848359926,63,3,0,0,102,3271.0,3,3,60.0,1.61904761905,1.0
1004152,848564314,42,12,1,0,137,6775.0,13,13,431.0,3.2619047619,1.0
1004195,848591624,78,38,5,3,51,1075.0,51,50,1075.0,0.653846153846,1.0
1004579,848881904,75,14,0,0,56,3151.0,14,14,841.0,0.746666666667,1.0
1005081,849279791,5,3,0,0,49,1423.0,3,3,90.0,9.8,1.0
1005090,849284997,21,12,0,1,68,1948.0,13,12,453.0,3.2380952381,1.0
1005825,849839889,26,15,2,0,72,1936.0,17,17,495.0,2.76923076923,1.0
1006476,850386420,26,7,1,0,103,1989.0,8,7,123.0,3.96153846154,1.0
1006519,850412653,27,7,0,0,98,2233.0,7,7,140.0,3.62962962963,1.0
1006623,850479824,49,14,1,0,105,9319.0,15,15,3511.0,2.14285714286,1.0
1007081,850827458,6,11,0,0,96,2978.0,11,11,354.0,16.0,1.0
1008212,851664133,25,65,19,6,252,1282.0,90,90,389.0,10.08,1.0
1008657,851986378,30,11,2,0,82,1641.0,13,13,433.0,2.73333333333,1.0
1009282,852426795,35,13,1,0,111,2646.0,15,15,158.0,3.17142857143,1.0
1009395,852506853,62,1,0,0,12,7275.0,1,1,30.0,0.193548387097,1.0
1009540,852620843,31,19,1,1,77,1799.0,22,21,348.0,2.48387096774,1.0
1009543,852621394,11,6,0,0,60,600.0,6,6,60.0,5.45454545455,1.0
1009599,852662502,66,39,4,1,180,1638.0,48,47,468.0,2.72727272727,1.0
1009614,852674264,1,0,0,0,17,754.0,0,0,0.0,17.0,1.0
1010794,853554706,50,46,0,0,203,1989.0,46,45,665.0,4.06,1.0
1010826,853578155,5,0,0,0,50,631.0,0,0,0.0,10.0,1.0
1011326,853944913,71,32,2,1,412,5877.0,36,36,397.0,5.80281690141,1.0
1011403,853996784,31,23,0,0,63,2204.0,23,23,638.0,2.03225806452,1.0
1011599,854135819,2,0,0,0,23,2251.0,0,0,0.0,11.5,1.0
1012399,854749873,51,66,0,0,90,3557.0,67,53,2821.0,1.76470588235,1.0
1012635,854922508,71,0,0,0,15,5215.0,0,0,0.0,0.211267605634,1.0
1012953,855166245,57,97,4,1,318,10134.0,107,103,2921.0,5.57894736842,1.0
1012966,855173220,19,12,0,0,117,1373.0,12,12,111.0,6.15789473684,1.0
1013254,855403242,81,32,6,0,126,1790.0,40,38,685.0,1.55555555556,1.0
1013378,855501821,53,3,0,0,48,4240.0,4,4,75.0,0.905660377358,1.0
1013420,855533035,49,13,1,0,36,2663.0,14,14,1543.0,0.734693877551,1.0
1013886,855889912,39,5,0,0,124,3859.0,5,5,170.0,3.17948717949,1.0
1013934,855918804,3,0,0,0,22,484.0,0,0,0.0,7.33333333333,1.0
1014369,856265532,29,25,1,0,78,2537.0,28,28,935.0,2.68965517241,1.0
1014389,856283991,20,50,1,2,273,4249.0,53,51,951.0,13.65,1.0
1014655,856495515,81,21,4,1,139,1599.0,27,27,451.0,1.71604938272,1.0
1014859,856629183,2,0,0,0,17,497.0,0,0,0.0,8.5,1.0
1015522,857128935,2,0,0,0,15,186.0,0,0,0.0,7.5,1.0
1015669,857234067,1,0,0,0,8,245.0,0,0,0.0,8.0,1.0
1016526,857838479,62,41,5,0,121,2608.0,46,40,799.0,1.95161290323,1.0
1016671,857935113,1,0,0,0,23,338.0,0,0,0.0,23.0,1.0
1017291,858430258,33,4,1,0,41,2640.0,5,5,332.0,1.24242424242,1.0
1017603,858639731,9,5,0,0,51,489.0,5,5,38.0,5.66666666667,1.0
1017612,858646817,42,22,0,0,185,3647.0,22,22,414.0,4.40476190476,1.0
1017740,858746842,69,38,0,0,94,1718.0,38,37,772.0,1.36231884058,1.0
1018022,858965121,1,0,0,0,11,258.0,0,0,0.0,11.0,1.0
1018228,859133442,58,8,1,0,116,2400.0,9,9,127.0,2.0,1.0
1019511,860034507,27,21,0,0,107,2769.0,21,17,530.0,3.96296296296,1.0
1020781,860968097,74,21,3,0,59,1905.0,24,23,967.0,0.797297297297,1.0
1020831,861011086,55,1,0,0,14,4824.0,1,1,60.0,0.254545454545,1.0
1021468,861479240,32,28,0,0,56,3148.0,28,27,1260.0,1.75,1.0
1021705,861646277,67,23,3,0,43,1425.0,26,26,952.0,0.641791044776,1.0
1021941,861816158,26,17,0,0,142,1563.0,17,14,239.0,5.46153846154,1.0
1022082,861906968,33,67,1,0,238,2536.0,70,64,571.0,7.21212121212,1.0
1022181,861969048,78,96,2,0,105,1316.0,105,101,1316.0,1.34615384615,1.0
1022988,862527497,62,52,1,0,192,3513.0,54,52,1034.0,3.09677419355,1.0
1024040,863322206,13,38,2,1,82,946.0,41,38,368.0,6.30769230769,1.0
1024449,863607972,59,110,2,1,322,4930.0,124,115,1965.0,5.45762711864,1.0
1024897,863937088,19,0,0,0,104,2203.0,0,0,0.0,5.47368421053,1.0
1024950,863982706,63,13,2,0,53,11614.0,15,15,1077.0,0.84126984127,1.0
1025360,864281963,44,21,1,1,54,1987.0,24,22,1026.0,1.22727272727,1.0
1025738,864543031,39,4,0,0,12,2639.0,4,4,947.0,0.307692307692,1.0
1026215,864925705,66,6,0,0,20,2376.0,6,6,1641.0,0.30303030303,1.0
1026545,865156695,75,84,1,1,195,3504.0,88,83,1712.0,2.6,1.0
1026992,865474655,57,51,5,3,70,739.0,70,68,739.0,1.22807017544,1.0
1027697,865979382,34,3,0,0,36,3918.0,3,2,110.0,1.05882352941,1.0
1027838,866073226,64,9,0,0,90,3288.0,10,9,322.0,1.40625,1.0
1029756,867482738,18,28,1,0,228,2874.0,29,29,336.0,12.6666666667,1.0
1029823,867531761,29,21,1,0,101,2327.0,24,23,471.0,3.48275862069,1.0
1030394,867968109,30,87,2,1,188,2474.0,90,84,1153.0,6.26666666667,1.0
1030552,868081427,11,2,0,0,143,3474.0,2,2,50.0,13.0,1.0
1030593,868114976,64,11,2,0,72,7620.0,13,13,1177.0,1.125,1.0
1030951,868383696,60,10,4,2,40,1525.0,18,18,905.0,0.666666666667,1.0
1031143,868526716,65,63,7,1,109,5577.0,77,75,4211.0,1.67692307692,1.0
1032070,869184468,67,39,2,0,41,2677.0,41,40,2677.0,0.611940298507,1.0
1032796,869742818,34,20,2,0,102,2206.0,25,25,634.0,3.0,1.0
1032981,869869880,34,9,0,0,11,2050.0,9,9,1670.0,0.323529411765,1.0
1033253,870077372,11,16,0,1,237,1489.0,17,15,103.0,21.5454545455,1.0
1034462,870975722,17,4,0,0,20,3339.0,4,4,887.0,1.17647058824,1.0
1034752,871183490,20,20,0,1,73,1517.0,21,15,139.0,3.65,1.0
1035133,871484746,26,34,0,0,102,991.0,36,36,513.0,3.92307692308,1.0
1035278,871602670,20,7,0,0,87,1684.0,7,7,180.0,4.35,1.0
1035492,871748874,40,1,0,0,45,8780.0,1,1,140.0,1.125,1.0
