,id,time_on_site,positive_rating,neutral_rating,negative_rating,listing,listing_gmv,sale,buyers,gmv,listing_per_day,clusters
278597,307756082,70,29,7,0,57,1126.0,39,36,741.0,0.814285714286,1.0
278749,307861029,51,18,0,0,149,4224.0,19,19,458.0,2.92156862745,1.0
279501,308432178,1,0,0,0,7,125.0,0,0,0.0,7.0,1.0
279611,308517012,35,29,0,1,71,1836.0,30,28,894.0,2.02857142857,1.0
279711,308597511,70,15,2,0,129,1945.0,17,17,226.0,1.84285714286,1.0
279838,308701323,58,23,0,0,179,5045.0,24,22,414.0,3.08620689655,1.0
280122,308917809,59,2,0,0,48,4699.0,2,2,86.0,0.813559322034,1.0
280132,308923308,2,0,0,0,15,142.0,0,0,0.0,7.5,1.0
280136,308925366,7,0,0,0,45,835.0,0,0,0.0,6.42857142857,1.0
280805,309446625,38,12,1,1,116,2416.0,14,12,300.0,3.05263157895,1.0
280877,309505307,81,24,3,0,115,1701.0,28,28,401.0,1.41975308642,1.0
281284,309815710,48,18,4,0,132,1773.0,22,22,402.0,2.75,1.0
281415,309925446,77,9,1,0,160,4482.0,10,10,378.0,2.07792207792,1.0
281487,309973692,44,26,1,0,28,2437.0,28,28,2437.0,0.636363636364,1.0
281550,310018798,72,41,3,0,102,1783.0,44,44,774.0,1.41666666667,1.0
282705,310889503,3,0,0,0,6,5350.0,0,0,0.0,2.0,1.0
282874,311021488,70,52,3,0,209,6927.0,56,49,1883.0,2.98571428571,1.0
283598,311557061,41,3,0,0,38,4188.0,3,2,115.0,0.926829268293,1.0
283612,311563927,45,68,1,0,72,1381.0,72,57,1381.0,1.6,1.0
284230,312037047,45,9,0,0,111,3369.0,12,12,386.0,2.46666666667,1.0
284985,312653066,53,28,3,0,138,1761.0,35,34,681.0,2.60377358491,1.0
285120,312748267,48,39,4,1,102,1881.0,44,44,1021.0,2.125,1.0
285432,312976130,34,2,0,0,34,5887.0,2,2,372.0,1.0,1.0
285520,313036181,36,13,0,0,179,1632.0,14,14,159.0,4.97222222222,1.0
286472,313726165,32,67,1,0,278,8059.0,68,56,1835.0,8.6875,1.0
287308,314331594,34,7,0,0,56,5770.0,8,7,310.0,1.64705882353,1.0
288125,314957827,29,5,0,0,15,1850.0,5,5,1248.0,0.51724137931,1.0
288788,315428800,76,9,0,0,22,2113.0,10,10,1095.0,0.289473684211,1.0
289277,315796046,70,44,1,1,268,9767.0,48,41,1688.0,3.82857142857,1.0
289546,316017504,17,85,9,0,159,2252.0,95,94,1359.0,9.35294117647,1.0
289916,316275000,3,1,0,0,26,165.0,1,1,3.0,8.66666666667,1.0
290048,316379071,44,0,1,0,12,2455.0,1,1,1450.0,0.272727272727,1.0
290350,316579125,20,122,9,0,263,2278.0,131,129,824.0,13.15,1.0
290539,316722482,71,12,0,0,64,2650.0,12,11,436.0,0.901408450704,1.0
290558,316738101,63,108,11,0,126,2070.0,126,124,2070.0,2.0,1.0
290989,317038699,17,25,0,0,27,1566.0,26,26,1556.0,1.58823529412,1.0
291341,317299896,61,58,1,0,228,3005.0,59,58,873.0,3.73770491803,1.0
291725,317587956,42,6,1,0,8,2535.0,7,7,2185.0,0.190476190476,1.0
291769,317621040,14,4,0,0,71,997.0,4,4,48.0,5.07142857143,1.0
292254,317984296,52,31,9,2,47,845.0,47,47,845.0,0.903846153846,1.0
292454,318135491,62,82,2,0,126,1203.0,84,83,660.0,2.03225806452,1.0
292481,318155874,66,11,1,0,62,5002.0,12,12,550.0,0.939393939394,1.0
292639,318273417,21,10,2,0,56,2803.0,12,12,572.0,2.66666666667,1.0
292738,318342025,41,7,0,0,19,2855.0,7,7,857.0,0.463414634146,1.0
293412,318846056,64,10,3,1,163,2034.0,14,14,223.0,2.546875,1.0
294016,319286996,52,1,0,0,79,3130.0,3,3,36.0,1.51923076923,1.0
294044,319308867,9,0,0,0,59,2443.0,0,0,0.0,6.55555555556,1.0
294100,319346925,55,1,0,0,44,7292.0,1,1,13.0,0.8,1.0
295997,320810303,78,28,0,0,70,1562.0,29,28,752.0,0.897435897436,1.0
296856,321431581,55,10,0,0,94,2808.0,10,10,507.0,1.70909090909,1.0
297612,322009387,6,1,0,0,39,532.0,1,1,25.0,6.5,1.0
297953,322256469,34,7,1,0,37,3030.0,8,8,261.0,1.08823529412,1.0
298388,322605588,65,28,2,0,145,2096.0,36,35,525.0,2.23076923077,1.0
298459,322662365,21,7,0,0,82,1634.0,7,7,41.0,3.90476190476,1.0
298533,322714949,27,23,2,0,152,2606.0,25,24,387.0,5.62962962963,1.0
299053,323103922,4,0,0,0,33,326.0,0,0,0.0,8.25,1.0
299176,323188648,26,9,2,0,28,3738.0,12,12,1445.0,1.07692307692,1.0
299531,323438538,35,51,3,1,112,4068.0,58,56,1402.0,3.2,1.0
299963,323776123,40,44,0,0,88,2164.0,45,41,971.0,2.2,1.0
300413,324129051,52,15,1,0,35,2970.0,18,18,1156.0,0.673076923077,1.0
300958,324534301,51,159,7,0,358,4105.0,185,175,1873.0,7.01960784314,1.0
301003,324563288,43,56,6,0,138,1675.0,62,58,815.0,3.20930232558,1.0
301443,324887567,16,17,0,0,179,6413.0,20,19,498.0,11.1875,1.0
301583,324997918,2,0,0,0,100,703.0,0,0,0.0,50.0,1.0
301778,325150470,44,9,0,0,247,4226.0,9,9,141.0,5.61363636364,1.0
302296,325516422,35,16,4,0,116,2760.0,20,20,356.0,3.31428571429,1.0
302524,325684238,46,26,3,0,118,2642.0,39,38,894.0,2.5652173913,1.0
302738,325846977,55,85,11,2,407,11991.0,101,100,3369.0,7.4,1.0
303101,326124621,73,13,2,0,38,2544.0,16,16,1206.0,0.520547945205,1.0
303474,326389315,3,0,0,0,19,1057.0,0,0,0.0,6.33333333333,1.0
303823,326661125,55,16,0,0,41,2156.0,18,17,916.0,0.745454545455,1.0
304073,326846023,14,6,0,0,80,1138.0,6,4,58.0,5.71428571429,1.0
304726,327320149,64,24,4,0,97,1497.0,28,28,338.0,1.515625,1.0
304999,327503825,70,17,3,2,119,4643.0,24,23,909.0,1.7,1.0
305075,327566289,56,52,1,0,181,4611.0,54,47,1721.0,3.23214285714,1.0
305368,327775601,60,75,5,3,281,2549.0,88,83,716.0,4.68333333333,1.0
306301,328496597,39,39,2,0,130,2447.0,41,40,649.0,3.33333333333,1.0
306427,328588598,2,0,0,0,17,207.0,0,0,0.0,8.5,1.0
306596,328721872,68,23,1,2,198,9628.0,27,26,668.0,2.91176470588,1.0
306771,328829852,2,0,0,0,35,587.0,0,0,0.0,17.5,1.0
306774,328834091,12,69,4,1,228,5020.0,78,72,1866.0,19.0,1.0
306804,328857436,24,11,2,0,17,1695.0,13,13,1330.0,0.708333333333,1.0
306818,328865104,2,0,0,0,13,1433.0,0,0,0.0,6.5,1.0
306877,328902506,62,19,0,1,83,3892.0,21,20,1096.0,1.33870967742,1.0
307253,329212333,7,17,0,0,62,928.0,17,16,287.0,8.85714285714,1.0
307478,329389614,67,19,1,1,78,2475.0,22,21,541.0,1.16417910448,1.0
307700,329565775,78,6,2,0,81,7668.0,9,9,1720.0,1.03846153846,1.0
309117,330660819,40,19,0,3,103,2248.0,22,22,378.0,2.575,1.0
309726,331115162,44,28,0,0,116,1834.0,29,25,463.0,2.63636363636,1.0
310530,331735224,11,57,4,0,445,3679.0,61,57,673.0,40.4545454545,1.0
310689,331857187,41,76,1,0,567,7104.0,79,66,1211.0,13.8292682927,1.0
311409,332350805,26,82,5,1,101,2214.0,89,84,1983.0,3.88461538462,1.0
311530,332447494,17,10,0,0,102,1486.0,10,9,195.0,6.0,1.0
311538,332453680,16,9,0,0,44,6254.0,9,9,208.0,2.75,1.0
311867,332698300,60,30,0,0,64,1444.0,36,36,717.0,1.06666666667,1.0
313384,333790216,8,0,0,0,50,1033.0,0,0,0.0,6.25,1.0
313425,333820817,3,0,0,0,30,589.0,0,0,0.0,10.0,1.0
313475,333860047,48,31,1,0,116,1595.0,34,31,472.0,2.41666666667,1.0
313584,333941643,45,0,0,0,127,7764.0,0,0,0.0,2.82222222222,1.0
313601,333954501,1,0,0,0,7,123.0,0,0,0.0,7.0,1.0
313791,334089582,19,11,1,0,97,1969.0,12,12,242.0,5.10526315789,1.0
313889,334166462,8,0,0,0,72,5288.0,0,0,0.0,9.0,1.0
314396,334534889,11,6,0,0,95,1049.0,6,6,63.0,8.63636363636,1.0
315262,335202666,20,4,0,0,128,2727.0,4,4,79.0,6.4,1.0
315619,335463780,21,0,0,0,26,3958.0,0,0,0.0,1.2380952381,1.0
316156,335842548,61,36,2,1,139,2248.0,44,37,763.0,2.27868852459,1.0
316609,336153626,42,25,0,0,106,1865.0,25,24,408.0,2.52380952381,1.0
316676,336206012,22,25,0,0,50,1718.0,25,24,848.0,2.27272727273,1.0
317569,336874359,48,117,5,1,318,7479.0,123,116,2309.0,6.625,1.0
317791,337054523,59,38,1,1,110,2144.0,41,39,780.0,1.86440677966,1.0
317851,337090101,52,89,1,0,318,4196.0,95,91,1278.0,6.11538461538,1.0
317862,337098697,8,3,0,0,52,707.0,3,3,52.0,6.5,1.0
318422,337517952,69,42,5,0,49,1572.0,48,46,1542.0,0.710144927536,1.0
318490,337574623,53,11,0,0,57,6060.0,11,11,1196.0,1.07547169811,1.0
319336,338195177,10,2,1,1,47,1271.0,4,4,154.0,4.7,1.0
319628,338414890,63,9,1,0,103,3666.0,10,10,171.0,1.63492063492,1.0
319901,338621422,61,3,3,0,134,2547.0,7,7,109.0,2.19672131148,1.0
320086,338748428,58,9,1,0,22,2245.0,10,9,965.0,0.379310344828,1.0
320141,338783688,46,56,9,0,75,1022.0,65,64,814.0,1.63043478261,1.0
320449,339009479,40,14,0,0,154,2302.0,15,15,189.0,3.85,1.0
320741,339253235,76,89,15,5,126,1085.0,125,124,1076.0,1.65789473684,1.0
320778,339278815,64,49,1,4,134,1576.0,57,56,637.0,2.09375,1.0
320885,339345687,24,5,1,0,79,2332.0,6,6,61.0,3.29166666667,1.0
320968,339407830,17,12,1,0,80,1201.0,13,12,145.0,4.70588235294,1.0
321105,339507574,51,10,1,0,170,2835.0,11,11,133.0,3.33333333333,1.0
321284,339679792,64,14,0,1,46,2184.0,15,14,1040.0,0.71875,1.0
321473,339813630,4,0,0,0,88,937.0,0,0,0.0,22.0,1.0
322214,340387286,56,137,4,0,769,10299.0,146,142,2018.0,13.7321428571,1.0
322464,340581646,81,3,0,0,145,4794.0,3,3,188.0,1.79012345679,1.0
322472,340587248,2,0,0,0,24,1466.0,0,0,0.0,12.0,1.0
322526,340637189,79,29,3,2,449,9177.0,36,33,552.0,5.6835443038,1.0
322746,340810930,58,42,2,0,93,2036.0,46,45,710.0,1.60344827586,1.0
322913,340916025,69,16,1,0,128,4509.0,18,18,336.0,1.85507246377,1.0
323160,341114870,28,7,0,0,88,1855.0,8,8,182.0,3.14285714286,1.0
323215,341150313,32,20,0,0,72,1452.0,20,19,459.0,2.25,1.0
323242,341165581,73,26,1,0,114,2644.0,28,28,614.0,1.56164383562,1.0
323312,341215923,5,3,0,0,142,1393.0,3,3,53.0,28.4,1.0
324232,341873286,38,7,2,1,194,1564.0,10,9,136.0,5.10526315789,1.0
324355,341968015,51,34,0,0,85,1659.0,34,33,703.0,1.66666666667,1.0
324360,341972111,42,14,0,0,133,6298.0,14,13,772.0,3.16666666667,1.0
324392,341997099,30,18,2,0,61,6774.0,20,20,2254.0,2.03333333333,1.0
324486,342075566,48,39,5,0,122,2224.0,44,38,853.0,2.54166666667,1.0
324856,342350642,68,18,1,0,100,2640.0,19,19,379.0,1.47058823529,1.0
324874,342365880,39,22,0,0,89,2374.0,22,21,419.0,2.28205128205,1.0
325048,342487395,55,20,0,0,20,1435.0,20,12,1435.0,0.363636363636,1.0
325256,342653592,73,49,5,1,162,1717.0,56,51,510.0,2.21917808219,1.0
325584,342916701,55,9,2,0,70,4363.0,11,11,145.0,1.27272727273,1.0
326324,343481140,41,23,0,1,67,2142.0,25,25,514.0,1.63414634146,1.0
326926,343943372,13,5,0,0,44,1889.0,5,5,215.0,3.38461538462,1.0
327885,344629365,6,0,0,0,51,786.0,0,0,0.0,8.5,1.0
328006,344713064,62,36,1,1,189,979.0,39,38,270.0,3.04838709677,1.0
328616,345171218,19,7,0,0,91,942.0,7,5,70.0,4.78947368421,1.0
328630,345179718,75,51,3,1,202,3240.0,56,55,851.0,2.69333333333,1.0
329654,345954249,17,7,0,0,98,988.0,7,7,105.0,5.76470588235,1.0
330045,346256643,45,30,0,0,133,3540.0,31,31,540.0,2.95555555556,1.0
330600,346662043,18,19,1,0,131,822.0,20,19,226.0,7.27777777778,1.0
331164,347055142,64,21,2,1,198,3355.0,25,24,382.0,3.09375,1.0
331179,347069394,36,9,1,0,19,3205.0,10,10,413.0,0.527777777778,1.0
331368,347221991,37,11,2,0,26,1346.0,14,12,1250.0,0.702702702703,1.0
331904,347630092,26,41,1,1,450,16485.0,43,39,1547.0,17.3076923077,1.0
332175,347842837,81,58,6,2,503,3598.0,69,67,518.0,6.20987654321,1.0
332495,348106951,3,0,0,0,78,5043.0,0,0,0.0,26.0,1.0
333200,348659980,63,27,1,0,197,1470.0,29,29,151.0,3.12698412698,1.0
334070,349290981,72,24,0,0,75,3062.0,24,21,259.0,1.04166666667,1.0
334499,349601202,29,117,23,5,316,2524.0,151,149,1204.0,10.8965517241,1.0
334572,349665769,78,22,0,0,106,4224.0,22,20,1248.0,1.35897435897,1.0
335421,350304379,13,12,1,0,92,1131.0,13,9,240.0,7.07692307692,1.0
335547,350390391,58,90,2,1,258,3103.0,99,88,1233.0,4.44827586207,1.0
335684,350484677,59,57,3,1,84,683.0,61,54,413.0,1.42372881356,1.0
335836,350605545,35,4,1,1,93,10025.0,6,6,443.0,2.65714285714,1.0
337124,351613516,3,0,0,0,19,411.0,0,0,0.0,6.33333333333,1.0
337760,352083489,31,2,0,0,31,4630.0,2,2,220.0,1.0,1.0
337875,352179367,40,0,0,0,13,6635.0,0,0,0.0,0.325,1.0
338183,352401232,54,95,3,4,227,2306.0,114,113,1146.0,4.2037037037,1.0
338412,352588069,22,7,0,0,29,3060.0,7,7,733.0,1.31818181818,1.0
338696,352804809,16,9,1,0,195,3450.0,11,11,192.0,12.1875,1.0
338742,352835204,50,21,1,0,284,4603.0,24,24,337.0,5.68,1.0
338805,352875850,40,22,3,0,47,2400.0,26,26,1285.0,1.175,1.0
338910,352952930,37,162,5,0,220,3453.0,171,137,2317.0,5.94594594595,1.0
340032,353759296,7,0,0,0,30,3836.0,0,0,0.0,4.28571428571,1.0
340674,354223621,6,3,0,0,59,549.0,3,3,23.0,9.83333333333,1.0
340747,354276793,62,31,0,1,155,2912.0,33,33,735.0,2.5,1.0
340804,354332157,78,22,2,0,100,1578.0,28,27,672.0,1.28205128205,1.0
341012,354499725,53,46,5,1,63,1573.0,56,54,1415.0,1.18867924528,1.0
341160,354601659,16,12,3,0,119,777.0,15,15,117.0,7.4375,1.0
341338,354722086,52,11,2,0,81,7261.0,13,12,890.0,1.55769230769,1.0
341393,354762021,30,9,1,0,67,2625.0,10,8,212.0,2.23333333333,1.0
341931,355133435,16,13,0,0,93,2523.0,13,11,250.0,5.8125,1.0
342883,355845244,26,0,0,0,15,4575.0,0,0,0.0,0.576923076923,1.0
343151,356032626,59,24,1,0,116,2612.0,25,24,510.0,1.96610169492,1.0
343387,356213140,6,0,0,0,35,1130.0,0,0,0.0,5.83333333333,1.0
343923,356574485,27,8,5,0,18,1391.0,14,14,1320.0,0.666666666667,1.0
344776,357206941,38,12,0,0,98,3030.0,12,12,586.0,2.57894736842,1.0
344868,357271734,46,2,0,0,8,3984.0,2,2,855.0,0.173913043478,1.0
345031,357393593,26,17,1,0,59,2045.0,18,17,550.0,2.26923076923,1.0
345313,357614367,25,28,0,0,202,4290.0,29,23,572.0,8.08,1.0
345381,357659542,73,55,0,0,78,1865.0,57,53,1502.0,1.06849315068,1.0
345781,357956390,14,15,4,1,47,897.0,21,19,472.0,3.35714285714,1.0
345969,358092481,76,9,0,0,181,7410.0,10,9,417.0,2.38157894737,1.0
346129,358217879,3,0,0,0,39,777.0,0,0,0.0,13.0,1.0
346241,358302109,56,15,1,0,149,3489.0,17,16,348.0,2.66071428571,1.0
346314,358349910,53,0,0,0,24,6928.0,0,0,0.0,0.452830188679,1.0
347242,359043517,67,79,2,0,217,10349.0,88,87,4242.0,3.23880597015,1.0
347332,359103420,57,21,1,0,137,3224.0,24,24,522.0,2.40350877193,1.0
347868,359529731,32,11,0,0,82,10134.0,11,11,855.0,2.5625,1.0
349282,360606550,2,0,0,0,13,517.0,0,0,0.0,6.5,1.0
349460,360740449,79,64,0,0,96,1567.0,69,67,1207.0,1.21518987342,1.0
349561,360798267,57,66,5,1,147,1942.0,77,69,1007.0,2.57894736842,1.0
349794,360991001,52,7,0,0,64,2668.0,7,7,310.0,1.23076923077,1.0
350164,361268325,39,32,0,0,87,4586.0,34,34,1959.0,2.23076923077,1.0
350667,361629027,26,9,0,0,54,2548.0,9,9,505.0,2.07692307692,1.0
351133,361961747,66,122,11,7,210,2029.0,168,164,1565.0,3.18181818182,1.0
351232,362038494,11,4,0,0,76,3624.0,4,4,95.0,6.90909090909,1.0
351389,362153630,73,2,0,0,19,6347.0,2,2,364.0,0.260273972603,1.0
351506,362251410,30,1,0,0,60,12212.0,1,1,55.0,2.0,1.0
351835,362498246,14,23,2,1,215,3637.0,26,25,370.0,15.3571428571,1.0
352648,363102602,1,0,0,0,31,785.0,0,0,0.0,31.0,1.0
352709,363147786,74,5,1,0,103,4789.0,6,6,224.0,1.39189189189,1.0
352801,363209887,58,49,0,0,57,949.0,50,46,897.0,0.98275862069,1.0
352862,363256230,1,0,0,0,33,528.0,0,0,0.0,33.0,1.0
352918,363296756,2,0,0,0,41,468.0,0,0,0.0,20.5,1.0
353017,363371059,2,0,0,0,18,257.0,0,0,0.0,9.0,1.0
353041,363388268,76,1,0,0,30,4579.0,1,1,50.0,0.394736842105,1.0
353238,363534669,52,23,0,0,128,2677.0,23,23,409.0,2.46153846154,1.0
353614,363816483,48,6,0,0,144,3634.0,6,6,150.0,3.0,1.0
354220,364239511,22,18,0,0,86,1118.0,18,18,185.0,3.90909090909,1.0
354925,364754569,12,16,0,0,42,4337.0,16,15,2139.0,3.5,1.0
354987,364800937,42,13,1,0,131,2052.0,15,15,241.0,3.11904761905,1.0
355828,365411062,67,20,0,0,52,4393.0,21,21,1087.0,0.776119402985,1.0
357526,366705379,37,13,0,0,162,14012.0,13,13,875.0,4.37837837838,1.0
357598,366767575,67,16,0,0,56,3673.0,17,16,624.0,0.835820895522,1.0
358186,367199134,58,24,4,0,161,1468.0,29,29,288.0,2.77586206897,1.0
358520,367463855,5,0,0,0,33,348.0,0,0,0.0,6.6,1.0
358529,367469179,62,20,0,0,225,2082.0,20,18,150.0,3.62903225806,1.0
358696,367594565,70,1,0,0,23,4298.0,1,1,115.0,0.328571428571,1.0
358727,367617051,38,3,1,1,15,3186.0,7,7,1430.0,0.394736842105,1.0
358784,367661297,52,44,13,0,84,626.0,68,68,511.0,1.61538461538,1.0
358853,367713560,3,0,0,0,22,374.0,0,0,0.0,7.33333333333,1.0
358902,367745751,46,34,1,0,133,1496.0,37,36,409.0,2.89130434783,1.0
359066,367873766,63,25,3,1,39,1287.0,31,24,1133.0,0.619047619048,1.0
359164,367957216,41,10,0,0,82,2672.0,10,9,349.0,2.0,1.0
359285,368064478,11,2,0,1,56,760.0,4,4,44.0,5.09090909091,1.0
359439,368162198,80,21,0,0,56,4576.0,21,17,498.0,0.7,1.0
359666,368331077,58,0,0,0,7,8425.0,0,0,0.0,0.120689655172,1.0
359931,368537287,32,8,0,0,103,2433.0,8,8,230.0,3.21875,1.0
360361,368886262,15,7,1,0,54,1824.0,8,7,371.0,3.6,1.0
361321,369578974,17,9,1,0,31,1621.0,10,9,825.0,1.82352941176,1.0
361505,369714518,67,28,0,0,232,5436.0,30,29,530.0,3.46268656716,1.0
361632,369810480,4,0,0,0,23,563.0,0,0,0.0,5.75,1.0
362300,370269253,59,27,4,1,175,2924.0,33,33,651.0,2.96610169492,1.0
363564,371226340,62,145,9,0,427,6866.0,166,153,2584.0,6.88709677419,1.0
364336,371832973,1,0,0,0,16,199.0,0,0,0.0,16.0,1.0
364414,371903198,74,20,0,0,40,2259.0,22,21,1430.0,0.540540540541,1.0
364445,371936339,77,26,3,1,42,4334.0,31,15,3091.0,0.545454545455,1.0
364712,372120646,45,14,0,1,251,4852.0,15,14,252.0,5.57777777778,1.0
365309,372547235,26,30,1,0,140,1551.0,32,28,282.0,5.38461538462,1.0
365550,372726878,45,16,0,0,110,2054.0,16,16,491.0,2.44444444444,1.0
365666,372806602,1,0,0,0,29,694.0,0,0,0.0,29.0,1.0
365807,372918970,49,12,1,0,132,1580.0,13,12,338.0,2.69387755102,1.0
365958,373034565,13,0,0,0,31,2824.0,0,0,0.0,2.38461538462,1.0
366628,373530928,44,58,3,0,78,2755.0,62,59,2146.0,1.77272727273,1.0
366724,373602108,77,26,1,0,41,2553.0,28,26,1965.0,0.532467532468,1.0
366731,373606633,2,0,0,0,40,554.0,0,0,0.0,20.0,1.0
366827,373667380,64,23,4,0,54,1675.0,27,27,804.0,0.84375,1.0
367009,373819133,12,29,0,0,53,786.0,29,25,375.0,4.41666666667,1.0
367305,374050311,66,6,1,1,33,5315.0,8,8,752.0,0.5,1.0
367700,374356183,14,13,0,0,60,1563.0,13,13,287.0,4.28571428571,1.0
367752,374388929,13,12,1,0,86,1250.0,13,13,186.0,6.61538461538,1.0
367914,374506378,54,94,7,1,262,3278.0,109,90,1679.0,4.85185185185,1.0
368283,374792985,6,4,0,0,368,2900.0,4,4,21.0,61.3333333333,1.0
368454,374907480,1,0,0,0,15,525.0,0,0,0.0,15.0,1.0
368474,374921407,16,5,0,0,78,1273.0,5,5,51.0,4.875,1.0
368476,374922166,50,9,0,1,33,1913.0,11,11,1058.0,0.66,1.0
369193,375484800,31,28,1,2,154,5517.0,32,31,293.0,4.96774193548,1.0
369437,375678311,3,0,0,0,18,345.0,0,0,0.0,6.0,1.0
369735,375913237,13,3,0,0,104,1018.0,3,3,38.0,8.0,1.0
370253,376297746,41,3,0,0,43,4382.0,4,3,810.0,1.0487804878,1.0
370285,376327007,19,3,0,0,75,6810.0,3,3,88.0,3.94736842105,1.0
370416,376430978,3,0,0,0,21,2163.0,0,0,0.0,7.0,1.0
371030,376876566,76,31,3,0,57,2341.0,35,33,1786.0,0.75,1.0
371051,376894631,21,5,0,1,33,5303.0,6,6,155.0,1.57142857143,1.0
371603,377306235,73,16,0,0,122,2707.0,16,16,188.0,1.67123287671,1.0
371846,377469463,34,44,0,0,246,1970.0,44,37,403.0,7.23529411765,1.0
372215,377727363,54,5,0,0,51,6702.0,5,5,144.0,0.944444444444,1.0
372574,377999769,76,184,9,3,219,3606.0,216,205,3578.0,2.88157894737,1.0
372696,378087815,41,0,0,0,16,4569.0,0,0,0.0,0.390243902439,1.0
373188,378459163,51,71,5,0,106,2070.0,78,76,1587.0,2.07843137255,1.0
373289,378535387,60,25,4,1,100,1307.0,31,30,619.0,1.66666666667,1.0
373316,378557402,61,73,1,0,194,2302.0,75,50,369.0,3.18032786885,1.0
373344,378576362,74,9,0,0,64,3402.0,9,9,357.0,0.864864864865,1.0
373996,379070737,16,1,0,0,159,3286.0,1,1,10.0,9.9375,1.0
374102,379144398,2,0,0,0,65,824.0,0,0,0.0,32.5,1.0
374141,379168556,72,39,2,0,95,1303.0,42,42,635.0,1.31944444444,1.0
375263,379975934,25,23,0,0,115,2019.0,23,22,462.0,4.6,1.0
375669,380267545,6,0,0,0,34,744.0,0,0,0.0,5.66666666667,1.0
375823,380377246,79,12,2,0,18,2357.0,15,15,2225.0,0.227848101266,1.0
376606,380967963,58,12,0,0,98,5033.0,12,11,636.0,1.68965517241,1.0
377517,381632579,3,0,0,0,31,722.0,0,0,0.0,10.3333333333,1.0
377550,381648825,71,33,3,2,43,1014.0,43,40,1014.0,0.605633802817,1.0
377717,381776571,9,0,0,0,13,5786.0,0,0,0.0,1.44444444444,1.0
377747,381795728,74,59,2,0,102,1343.0,63,54,853.0,1.37837837838,1.0
377943,381943865,41,86,1,1,162,1843.0,91,88,1199.0,3.9512195122,1.0
377965,381964310,35,33,0,0,100,1438.0,35,32,623.0,2.85714285714,1.0
377974,381969871,30,10,0,0,89,1901.0,11,11,163.0,2.96666666667,1.0
378083,382050594,59,50,2,0,123,626.0,53,51,282.0,2.08474576271,1.0
378266,382169916,33,1,1,1,104,2684.0,3,3,36.0,3.15151515152,1.0
378753,382542419,1,2,0,0,7,168.0,2,2,18.0,7.0,1.0
378808,382574789,26,52,4,0,164,1981.0,58,44,748.0,6.30769230769,1.0
379076,382786212,37,34,3,1,93,5098.0,41,41,2375.0,2.51351351351,1.0
379083,382796246,9,72,4,1,111,1392.0,77,74,1010.0,12.3333333333,1.0
379261,382937449,31,68,4,1,182,1779.0,74,67,898.0,5.87096774194,1.0
380068,383564880,20,3,0,0,104,1336.0,3,3,36.0,5.2,1.0
380332,383759170,58,130,1,1,298,7224.0,136,114,3646.0,5.13793103448,1.0
381455,384581097,67,16,1,0,52,2616.0,18,18,799.0,0.776119402985,1.0
381763,384800810,48,19,3,1,23,1255.0,23,22,1255.0,0.479166666667,1.0
381838,384850292,45,112,1,1,121,4794.0,119,115,4587.0,2.68888888889,1.0
382403,385282033,3,0,0,0,27,959.0,0,0,0.0,9.0,1.0
382804,385595717,19,33,0,0,138,1007.0,33,30,367.0,7.26315789474,1.0
383078,385804016,2,0,0,0,15,290.0,0,0,0.0,7.5,1.0
384828,387116526,71,42,4,0,122,985.0,48,46,479.0,1.71830985915,1.0
384906,387183014,74,6,0,0,76,4907.0,7,7,130.0,1.02702702703,1.0
385711,387751643,44,18,0,0,58,3573.0,18,17,736.0,1.31818181818,1.0
385772,387797835,33,5,3,0,102,1744.0,8,8,116.0,3.09090909091,1.0
386165,388098211,1,0,0,0,7,1378.0,0,0,0.0,7.0,1.0
386683,388475142,27,6,1,0,36,2638.0,7,7,438.0,1.33333333333,1.0
387363,389016433,35,47,1,0,138,2067.0,49,44,776.0,3.94285714286,1.0
387432,389076480,66,23,2,1,93,3122.0,27,25,666.0,1.40909090909,1.0
387614,389216505,53,56,4,0,68,598.0,67,65,590.0,1.28301886792,1.0
387905,389430558,8,0,0,0,39,1950.0,0,0,0.0,4.875,1.0
388545,389885324,4,1,0,0,65,1840.0,1,1,7.0,16.25,1.0
389068,390245452,28,49,3,0,234,3728.0,53,52,645.0,8.35714285714,1.0
389851,390820307,69,2,0,0,53,3461.0,3,3,203.0,0.768115942029,1.0
389884,390846790,29,45,2,2,275,4022.0,57,55,730.0,9.48275862069,1.0
389938,390886654,70,102,3,0,215,3938.0,106,105,2179.0,3.07142857143,1.0
390126,391023230,71,1,0,0,10,3599.0,1,1,650.0,0.140845070423,1.0
390172,391061390,1,0,0,0,11,643.0,0,0,0.0,11.0,1.0
390338,391176994,46,11,0,0,84,2951.0,12,11,366.0,1.82608695652,1.0
390482,391280087,45,38,3,1,60,1144.0,45,45,787.0,1.33333333333,1.0
390606,391381770,79,18,2,0,24,2755.0,20,19,2505.0,0.303797468354,1.0
390653,391418901,68,25,0,2,104,1612.0,28,28,380.0,1.52941176471,1.0
390771,391495812,44,66,7,0,222,1849.0,77,76,643.0,5.04545454545,1.0
390909,391603092,65,32,2,0,56,3110.0,36,34,2051.0,0.861538461538,1.0
391974,392375122,48,38,2,0,208,2066.0,43,43,387.0,4.33333333333,1.0
392028,392402259,55,3,0,0,162,2542.0,3,3,27.0,2.94545454545,1.0
392220,392546769,6,1,0,0,33,559.0,1,1,25.0,5.5,1.0
392335,392634528,56,34,2,0,145,4591.0,38,37,952.0,2.58928571429,1.0
